time,close,volume
1555797600000,5293.79,0
1555801200000,5319.39,0
1555804800000,5328.59,0
1555808400000,5327.41,0
1555812000000,5335.99,0
1555815600000,5335.75,0
1555819200000,5330.09,0
1555822800000,5313.28,0
1555826400000,5325.41,0
1555830000000,5314.24,0
1555833600000,5307.98,0
1555837200000,5254.25,0
1555840800000,5262.57,0
1555844400000,5260.28,0
1555848000000,5250.89,0
1555851600000,5269.37,0
1555855200000,5272.78,0
1555858800000,5281.72,0
1555862400000,5270.9,0
1555866000000,5264.68,0
1555869600000,5237.79,0
1555873200000,5259.51,0
1555876800000,5238.28,0
1555880400000,5274.4,0
1555884000000,5293.9,0
1555887600000,5296.65,0
1555891200000,5289.94,0
1555894800000,5268.24,0
1555898400000,5265.27,0
1555902000000,5258.78,0
1555905600000,5276.03,0
1555909200000,5275.67,0
1555912800000,5288.18,0
1555916400000,5280.03,0
1555920000000,5288.7,0
1555923600000,5301.39,0
1555927200000,5316.86,0
1555930800000,5309.74,0
1555934400000,5309.11,0
1555938000000,5298.29,0
1555941600000,5316.75,0
1555945200000,5309.41,0
1555948800000,5307.02,0
1555952400000,5370.22,0
1555956000000,5411.51,0
1555959600000,5387.24,0
1555963200000,5367.07,0
1555966800000,5385.67,0
1555970400000,5402.09,0
1555974000000,5387.2,0
1555977600000,5380.81,0
1555981200000,5387.71,0
1555984800000,5404.29,0
1555988400000,5431.2,0
1555992000000,5515.73,0
1555995600000,5536.37,0
1555999200000,5535.77,0
1556002800000,5540.9,0
1556006400000,5544.89,0
1556010000000,5537.14,0
1556013600000,5550.35,0
1556017200000,5556.49,0
1556020800000,5568.68,0
1556024400000,5572.53,0
1556028000000,5580.63,0
1556031600000,5565.36,0
1556035200000,5574.9,0
1556038800000,5582.3,0
1556042400000,5603.49,0
1556046000000,5588.25,0
1556049600000,5578.07,0
1556053200000,5568.88,0
1556056800000,5562.54,0
1556060400000,5532.04,0
1556064000000,5538.27,0
1556067600000,5547.81,0
1556071200000,5558.96,0
1556074800000,5572.42,0
1556078400000,5593.94,0
1556082000000,5606.3,0
1556085600000,5593.67,0
1556089200000,5467.57,0
1556092800000,5480.16,0
1556096400000,5462,0
1556100000000,5418.26,0
1556103600000,5432.51,0
1556107200000,5458.59,0
1556110800000,5442.14,0
1556114400000,5462.95,0
1556118000000,5462.39,0
1556121600000,5437.01,0
1556125200000,5412.24,0
1556128800000,5404.37,0
1556132400000,5430.74,0
1556136000000,5439,0
1556139600000,5435.96,0
1556143200000,5443.79,0
1556146800000,5441.43,0
1556150400000,5454.38,0
1556154000000,5456.7,0
1556157600000,5428.92,0
1556161200000,5439.13,0
1556164800000,5425.58,0
1556168400000,5427.99,0
1556172000000,5406.74,0
1556175600000,5429.7,0
1556179200000,5427.94,0
1556182800000,5421.75,0
1556186400000,5457.36,0
1556190000000,5466.66,0
1556193600000,5458.74,0
1556197200000,5457.98,0
1556200800000,5448.65,0
1556204400000,5456.38,0
1556208000000,5479.27,0
1556211600000,5494.67,0
1556215200000,5497.97,0
1556218800000,5487.93,0
1556222400000,5495.55,0
1556226000000,5390.86,0
1556229600000,5128.02,0
1556233200000,5133.68,0
1556236800000,5117.83,0
1556240400000,5143.69,0
1556244000000,5221.13,0
1556247600000,5203.91,0
1556251200000,5176.6,0
1556254800000,5192.96,0
1556258400000,5177.38,0
1556262000000,5162.68,0
1556265600000,5176.49,0
1556269200000,5170.07,0
1556272800000,5159.94,0
1556276400000,5157.31,0
1556280000000,5175.03,0
1556283600000,5166.29,0
1556287200000,5164.39,0
1556290800000,5138.06,0
1556294400000,5103.23,0
1556298000000,5097.56,0
1556301600000,5073.37,0
1556305200000,5079.53,0
1556308800000,5097.7,0
1556312400000,5123.3,0
1556316000000,5147.71,0
1556319600000,5157.35,0
1556323200000,5149.24,0
1556326800000,5149.44,0
1556330400000,5147.99,0
1556334000000,5143.19,0
