time,close,volume
1555795200000,5310.73,0
1555795500000,5310.96,0
1555795800000,5308.82,0
1555796100000,5274.51,0
1555796400000,5280.38,0
1555796700000,5279.67,0
1555797000000,5271.06,0
1555797300000,5275.23,0
1555797600000,5278.16,0
1555797900000,5283.91,0
1555798200000,5287.37,0
1555798500000,5297.06,0
1555798800000,5286.85,0
1555799100000,5280.71,0
1555799400000,5292.65,0
1555799700000,5295.22,0
1555800000000,5298.59,0
1555800300000,5297.98,0
1555800600000,5297.81,0
1555800900000,5293.79,0
1555801200000,5295.3,0
1555801500000,5298.45,0
1555801800000,5296.82,0
1555802100000,5299.16,0
1555802400000,5300.94,0
1555802700000,5315.25,0
1555803000000,5304.91,0
1555803300000,5313.86,0
1555803600000,5321.52,0
1555803900000,5318.01,0
1555804200000,5320.57,0
1555804500000,5319.39,0
1555804800000,5322.83,0
1555805100000,5324.68,0
1555805400000,5325.91,0
1555805700000,5335.1,0
1555806000000,5340.89,0
1555806300000,5335.96,0
1555806600000,5328.53,0
1555806900000,5327.14,0
1555807200000,5330.01,0
1555807500000,5336.57,0
1555807800000,5328.39,0
1555808100000,5328.59,0
1555808400000,5329.39,0
1555808700000,5330.42,0
1555809000000,5330.13,0
1555809300000,5331.86,0
1555809600000,5334.53,0
1555809900000,5335.54,0
1555810200000,5330.3,0
1555810500000,5329.42,0
1555810800000,5327.56,0
1555811100000,5326.98,0
1555811400000,5326.07,0
1555811700000,5327.41,0
1555812000000,5328.58,0
1555812300000,5327.18,0
1555812600000,5327.56,0
1555812900000,5327.39,0
1555813200000,5327.65,0
1555813500000,5329.05,0
1555813800000,5330.16,0
1555814100000,5334.17,0
1555814400000,5335.52,0
1555814700000,5334.85,0
1555815000000,5334.29,0
1555815300000,5335.99,0
1555815600000,5338.68,0
1555815900000,5336.22,0
1555816200000,5338.54,0
1555816500000,5340.79,0
1555816800000,5342.7,0
1555817100000,5339.94,0
1555817400000,5339.48,0
1555817700000,5337.09,0
1555818000000,5336.2,0
1555818300000,5336.66,0
1555818600000,5336.83,0
1555818900000,5335.75,0
1555819200000,5329.21,0
1555819500000,5325.61,0
1555819800000,5324.26,0
1555820100000,5323.9,0
1555820400000,5327.68,0
1555820700000,5325.03,0
1555821000000,5323.13,0
1555821300000,5323.69,0
1555821600000,5323.81,0
1555821900000,5324.98,0
1555822200000,5325.2,0
1555822500000,5330.09,0
1555822800000,5328,0
1555823100000,5318.99,0
1555823400000,5318.07,0
1555823700000,5316.9,0
1555824000000,5318.4,0
1555824300000,5317.23,0
1555824600000,5320.82,0
1555824900000,5316.41,0
1555825200000,5317.58,0
1555825500000,5311.14,0
1555825800000,5316.59,0
1555826100000,5313.28,0
1555826400000,5315.84,0
1555826700000,5312.88,0
1555827000000,5311.16,0
1555827300000,5313.66,0
1555827600000,5316.53,0
1555827900000,5315.29,0
